Date,RainData,Standardized Precipitation Index,Standardized Precipitation Evapotranspiration Index,DroughtCategory
1/1/1996,9.842333142,0.7018733545,0.08224367733333333,Normal
1/2/1996,1.884861328,0.5669299521666666,0.5550370305,Normal
1/3/1996,3.433879863,0.5879422383333334,0.14641198783333334,Severe
1/4/1996,2.050690762,0.33097606949999997,0.1956891735,Extreme
1/5/1996,12.25185617,0.4620846046666667,0.3930778833333333,Extreme
1/6/1996,1.884207272,0.07812143083333334,0.10082533599999999,Extreme
1/7/1996,15.08564666,0.35734869166666666,0.17320350283333333,Moderate
1/8/1996,0.41021838639999997,0.6958285153333333,0.3489524115,Moderate
1/9/1996,4.98751576,0.9532160305,0.3296690055,Normal
1/10/1996,17.81333352,0.9630641128333334,0.7492714856666667,Normal
1/11/1996,14.37062636,0.5557228691666667,0.07478230516666666,Moderate
1/12/1996,1.459366659,0.6066222518333334,0.8604507356666667,Extreme
1/13/1996,16.42252209,0.18572118550000002,0.8162321706666668,Severe
1/14/1996,9.860702431,0.6953081081666667,0.7659916396666667,Extreme
1/15/1996,16.93566054,0.07065879266666664,0.3093723625,Moderate
1/16/1996,12.014795490000001,0.28468568583333337,0.8228817855,Moderate
1/17/1996,13.636660639999999,0.6683633473333334,0.18280208033333334,Extreme
1/18/1996,19.87003121,0.31031013150000003,0.12440920583333333,Moderate
1/19/1996,4.646710918,0.049846874166666666,0.04495633349999998,Moderate
1/20/1996,12.478911499999999,0.8318704093333333,0.939310363,Extreme
1/21/1996,9.206427801,0.31033000716666664,0.30801089766666667,Normal
1/22/1996,0.7890390585,0.06310522483333332,0.9176178801666666,Normal
1/23/1996,0.28941283009999996,0.07478816449999999,0.2726135615,Normal
1/24/1996,2.384571556,0.25175879883333335,0.9075659593333333,Extreme
1/25/1996,12.98183481,0.17801594716666666,0.9039290528333334,Normal
1/26/1996,11.34326176,0.7743001178333334,0.923676045,Normal
1/27/1996,11.06859122,0.32168404666666667,0.49615343933333333,Severe
1/28/1996,0.6371352506,0.8046957849999999,0.8659462868333333,Moderate
1/29/1996,9.386059927,0.17384599783333332,0.9507658961666667,Extreme
1/30/1996,18.49245636,0.4928791795,0.32461694183333334,Extreme
1/31/1996,7.951837385999999,0.6880371335,0.41887440566666667,Normal
2/1/1996,12.4984494,0.6519908538333333,0.7192401873333333,Extreme
2/2/1996,15.596373510000001,0.60112941,0.3003598216666667,Normal
2/3/1996,15.678505580000001,0.9248216020000001,0.7538093088333334,Extreme
2/4/1996,10.38560165,0.22852514766666665,0.07389214516666669,Extreme
2/5/1996,17.15903891,0.4937192045,0.5234983843333333,Severe
2/6/1996,7.827561867,0.88399255,0.12231348416666665,Normal
2/7/1996,17.7738643,0.07789376566666666,0.2933234765,Moderate
2/8/1996,4.804543327999999,0.055888268333333345,0.2586253925,Extreme
2/9/1996,5.60432814,0.2333022875,0.8389320735,Severe
2/10/1996,1.062412484,0.6330212195,0.19351725533333333,Severe
2/11/1996,15.911636730000001,0.2598796265,0.8084479201666667,Extreme
2/12/1996,8.341104725,0.19023988383333335,0.7939603458333333,Extreme
2/13/1996,4.582332278,0.4588023153333333,0.49888305549999995,Moderate
2/14/1996,4.635805552,0.6135980688333333,0.23384325566666667,Extreme
2/15/1996,18.02799882,0.24855770700000002,0.22689634,Moderate
2/16/1996,16.67833201,0.30069118666666667,0.46492464716666665,Extreme
2/17/1996,11.07061771,0.6135593048333333,0.00880900733333334,Moderate
2/18/1996,12.32221601,0.9457384220000001,0.5313507546666667,Moderate
2/19/1996,9.486511410999999,0.6747417274999999,0.9527795258333334,Normal
2/20/1996,7.833330857999999,0.7829041436666667,0.15470688183333334,Normal
2/21/1996,18.30953762,0.3668100948333333,0.5733456215,Severe
2/22/1996,2.51225407,0.27225435933333336,0.9617786886666666,Severe
2/23/1996,8.368935793999999,0.4542677431666666,0.8605221395,Extreme
2/24/1996,6.89123816,0.8071328286666667,0.8503801163333332,Extreme
2/25/1996,9.963014405,0.4562996418333333,0.8218499303333333,Extreme
2/26/1996,9.152637491,0.8467254088333332,0.309023606,Extreme
2/27/1996,10.37779063,0.9887719806666667,0.8906168313333334,Normal
2/28/1996,2.798379545,0.07202666566666667,0.9413403511666667,Severe
2/29/1996,10.26283003,0.04541015616666666,0.49579242333333334,Normal
3/1/1996,4.848376278,0.14958970283333337,0.3545710473333334,Severe
3/2/1996,3.6866269799999998,0.38436967566666663,0.41422901566666664,Extreme
3/3/1996,1.296684376,0.13104220916666667,0.3342064418333333,Normal
3/4/1996,15.25305118,0.8706644776666668,0.212418442,Severe
3/5/1996,8.548838417,0.023146251000000007,0.6184484703333334,Normal
3/6/1996,12.532873669999999,0.31579271633333333,0.5625968861666667,Extreme
3/7/1996,14.551866870000001,0.1846946295,0.46258507099999996,Severe
3/8/1996,13.58633331,0.9315393301666667,0.09584538666666664,Severe
3/9/1996,9.410014382,0.6694810048333334,0.7968929646666667,Extreme
3/10/1996,7.757970579,0.9120302565,0.1749335628333333,Severe
3/11/1996,7.519198192999999,0.9723287103333332,0.11456204333333335,Normal
3/12/1996,12.80097594,0.49709824366666666,0.6230713955,Normal
3/13/1996,9.895887099,0.234319108,0.3986443611666666,Severe
3/14/1996,16.98264496,0.19372878616666667,0.05980847533333337,Moderate
3/15/1996,17.49403969,0.22291886166666666,0.355568355,Severe
3/16/1996,3.41120756,0.7085933076666667,0.7717803523333333,Severe
3/17/1996,2.724673031,0.04044572816666666,0.6152492051666667,Normal
3/18/1996,12.60801852,0.051361073000000035,0.36278602299999996,Severe
3/19/1996,6.0245149609999995,0.6081429423333333,0.19180479166666667,Normal
3/20/1996,0.3714143753,0.6420571466666667,0.6317956208333334,Normal
3/21/1996,17.77285339,0.6652629243333333,0.8875553009999999,Moderate
3/22/1996,4.538015345,0.37188050466666667,0.646272718,Severe
3/23/1996,18.585613029999998,0.8059448886666667,0.8129038546666667,Extreme
3/24/1996,14.34868902,0.5336245876666666,0.5215278385000001,Extreme
3/25/1996,15.2530698,0.10546563000000002,0.7179711066666666,Extreme
3/26/1996,4.029229916,0.797099307,0.8962267738333333,Severe
3/27/1996,4.683888512,0.9530677863333334,0.7731789783333333,Severe
3/28/1996,10.42535508,0.06003631299999997,0.9098539533333333,Normal
3/29/1996,3.441997053,0.39135133866666666,0.4311396021666667,Severe
3/30/1996,6.108633854,0.48751604483333333,0.9042202551666666,Extreme
3/31/1996,6.4292495590000005,0.14647076,0.6215672345,Extreme
4/1/1996,3.192598665,0.8677089478333334,0.8700020993333334,Severe
4/2/1996,4.103656668,0.2841496448333333,0.03937653050000001,Moderate
4/3/1996,15.771036839999999,0.78300854,0.6578523818333334,Severe
4/4/1996,3.3439170910000002,0.6709944819999999,0.8479750788333332,Severe
4/5/1996,0.5691478369,0.5980458225,0.17420203366666667,Moderate
4/6/1996,12.58709885,0.19214284866666667,0.6617869335000001,Moderate
4/7/1996,19.51966239,0.2207035205,0.8249547141666667,Moderate
4/8/1996,6.624276292,0.04734840466666664,0.2879493696666667,Severe
4/9/1996,2.373114064,0.24071242983333332,0.4052463325,Normal
4/10/1996,11.407746509999999,0.3454436095,0.5695177185,Extreme
4/11/1996,18.12708422,0.8331453038333333,0.5191676888333333,Normal
4/12/1996,15.681235599999999,0.36639266666666664,0.03918939300000002,Extreme
4/13/1996,12.45031737,0.7546217828333334,0.09867209816666667,Severe
4/14/1996,6.301129932,0.43944228133333335,0.10046657933333332,Extreme
4/15/1996,10.837603470000001,0.784868312,0.2622679055,Extreme
4/16/1996,1.8248968260000002,0.9762716005,0.24586411283333334,Normal
4/17/1996,13.57890849,0.23984155799999998,0.7422223838333334,Moderate
4/18/1996,14.501920100000001,0.8623416120000001,0.572744386,Moderate
4/19/1996,19.30063246,0.6218240863333334,0.7639760846666667,Severe
4/20/1996,5.207947175,0.8172942616666666,0.0698960573333333,Moderate
4/21/1996,0.3691283809,0.6515859023333334,0.4852142375,Moderate
4/22/1996,10.91216929,0.4239495073333333,0.32377557933333334,Moderate
4/23/1996,14.135810090000001,0.22807493950000002,0.8499393108333333,Moderate
4/24/1996,15.80814952,0.07003522533333333,0.7077891568333333,Moderate
4/25/1996,3.8747786599999996,0.5355183645,0.8692584708333332,Extreme
4/26/1996,5.235057381,0.9903260945,0.046427122333333314,Severe
4/27/1996,10.25181851,0.7380418049999999,0.7208234895,Extreme
4/28/1996,6.612016199,0.3273455413333333,0.5400083521666666,Normal
4/29/1996,17.210229730000002,0.8272048001666666,0.8250000289999999,Extreme
4/30/1996,9.475200275,0.7689840001666667,0.507160591,Normal
5/1/1996,15.991572880000001,0.28163579333333333,0.5402090778333334,Moderate
5/2/1996,11.612395209999999,0.014307489833333298,0.051767380999999967,Normal
5/3/1996,15.46180283,0.11816263850000001,0.6685228649999999,Extreme
5/4/1996,6.653459731,0.8773061903333333,0.2731398756666667,Extreme
5/5/1996,16.62833244,0.8365630353333332,0.019693922166666693,Moderate
5/6/1996,5.491446311,0.29520900083333335,0.06643716249999998,Normal
5/7/1996,10.92197616,0.28519542633333334,0.957285609,Extreme
5/8/1996,4.280142263,0.7928649871666668,0.3460772895,Extreme
5/9/1996,9.510530433,0.9377374698333334,0.8680756286666668,Moderate
5/10/1996,6.36350419,0.7791372568333333,0.9596772339999999,Moderate
5/11/1996,5.334068613,0.605578677,0.9432671888333334,Severe
5/12/1996,19.339700360000002,0.24267135033333334,0.8817252406666668,Extreme
5/13/1996,3.2014821099999997,0.5257479141666667,0.8948439125,Severe
5/14/1996,15.746516750000001,0.23351185866666668,0.2890080443333333,Normal
5/15/1996,19.68329919,0.8080114201666667,0.15146989033333336,Severe
5/16/1996,0.3980296748,0.3869610795,0.6392625621666667,Severe
5/17/1996,13.980548279999999,0.8336972170000001,0.4881055918333333,Moderate
5/18/1996,5.058236111,0.381609218,0.09874671866666669,Severe
5/19/1996,0.8097564866000001,0.8241494051666667,0.677541316,Normal
5/20/1996,8.057791579,0.33331781516666664,0.5628600075,Extreme
5/21/1996,18.7043562,0.44013317133333335,0.8630674008333333,Extreme
5/22/1996,0.23530188729999998,0.6154884193333333,0.6091837956666667,Severe
5/23/1996,11.75771384,0.07028761400000001,0.5739461796666666,Extreme
5/24/1996,10.027929570000001,0.9482070618333335,0.44075172333333335,Normal
5/25/1996,17.46768329,0.5736057861666667,0.46278706983333334,Normal
5/26/1996,1.68003429,0.5078200146666666,0.9543812269999999,Normal
5/27/1996,13.6305206,0.8393939711666668,0.13844600933333337,Severe
5/28/1996,13.602193969999998,0.8657627298333334,0.4462188185,Severe
5/29/1996,13.38160034,0.5222604045,0.655827234,Moderate
5/30/1996,18.8466899,0.9272623258333333,0.4330106456666667,Moderate
5/31/1996,16.46175058,0.06473776599999999,0.28321562699999997,Normal
6/1/1996,0.8394545249,0.1132257923333333,0.28735737083333335,Severe
6/2/1996,9.421657014,0.59678823,0.23365604633333334,Extreme
6/3/1996,7.959061124,0.3540658618333333,0.3439032005,Extreme
6/4/1996,6.202944422,0.4642251661666667,0.8716747756666666,Extreme
6/5/1996,9.026734503,0.3280792178333333,0.5052245503333334,Normal
6/6/1996,7.683883699000001,0.4047253115,0.240238728,Moderate
6/7/1996,8.646677998,0.8226463471666667,0.38452671699999996,Severe
6/8/1996,19.58523731,0.5934761998333333,0.10583041199999998,Normal
6/9/1996,1.7726594949999999,0.9973445493333334,0.9040357396666666,Extreme
6/10/1996,18.444617400000002,0.7868791978333333,0.40819783216666666,Extreme
6/11/1996,9.604734269,0.2736662541666667,0.9803912046666667,Normal
6/12/1996,12.47484491,0.2643451176666667,0.34753877333333333,Normal
6/13/1996,16.60365933,0.3358982701666666,0.8363560471666668,Moderate
6/14/1996,7.209260583,0.8432594806666667,0.2563853133333333,Severe
6/15/1996,8.608438162,0.02728765066666668,0.0761528933333333,Extreme
6/16/1996,8.190369606,0.2301812788333333,0.0317333616666667,Moderate
6/17/1996,7.494620451,0.9049184203333334,0.6061684266666667,Normal
6/18/1996,18.51058643,0.639896436,0.31157367166666666,Moderate
6/19/1996,16.57859782,0.2268470955,0.4435198805,Extreme
6/20/1996,2.179999797,0.21914496816666665,0.8186470356666667,Moderate
6/21/1996,2.16246705,0.8626181018333333,0.24810808566666667,Moderate
6/22/1996,8.557390297000001,0.8937575083333332,0.3086524766666667,Moderate
6/23/1996,1.973147535,0.25613109100000003,0.845336185,Severe
6/24/1996,12.381861910000001,0.42051035800000003,0.4927622733333334,Extreme
6/25/1996,2.873832145,0.8345957386666667,0.827665167,Severe
6/26/1996,10.44746528,0.7710074386666667,0.37447600350000004,Extreme
6/27/1996,0.1443989401,0.8139161065000001,0.39836998083333336,Normal
6/28/1996,6.331926967999999,0.5183981908333334,0.16713836183333333,Moderate
6/29/1996,13.543814470000001,0.9115490483333334,0.9163458536666665,Extreme
6/30/1996,9.680778805,0.325951544,0.8967836940000001,Extreme
7/1/1996,19.56538972,0.15667213433333335,0.9842170145,Moderate
7/2/1996,17.48207592,0.7087323325,0.4024471271666667,Severe
7/3/1996,7.181415581,0.539354416,0.8186149418333333,Severe
7/4/1996,0.9097308293999999,0.8545857688333335,0.41495373166666666,Severe
7/5/1996,16.912526,0.08115924916666668,0.45429878900000004,Moderate
7/6/1996,18.224686209999998,0.8436924035,0.8299993936666666,Severe
7/7/1996,16.41254787,0.29329465316666664,0.17736677083333333,Extreme
7/8/1996,2.558998818,0.6548556671666667,0.22031093450000003,Extreme
7/9/1996,19.95830269,0.04012878900000002,0.3147282403333333,Moderate
7/10/1996,5.171684431,0.6095812963333334,0.7881790325,Normal
7/11/1996,14.48409826,0.7172716891666666,0.37265154933333333,Extreme
7/12/1996,18.16069753,0.36875021450000006,0.3581682083333333,Severe
7/13/1996,4.7137422870000005,0.2154107053333333,0.9988163453333333,Severe
7/14/1996,18.16517109,0.5376306766666666,0.38380614316666667,Extreme
